"Sexo","Ingresos","Gastos","Balance","TieneDeuda","EdadPrestamo","MontoPrestado","Cuotas","DarPrestamo","Prediccion_Lasso","Prediccion_Ridge"
"F",572,241,331,1,32,194,4,"0",0.000784616696588918,0.118018414838457
"F",1214,547,667,0,23,364,4,"1",0.999430268629375,0.911240189960009
"M",1346,673,673,1,48,485,4,"0",0.000784616696588918,0.132094375671765
"F",602,277,325,1,27,181,4,"0",0.000784616696588918,0.11795304382206
"F",875,350,525,1,27,271,4,"0",0.000784616696588918,0.120698009250637
"F",768,354,414,1,35,300,4,"0",0.000784616696588918,0.121144502760739
"F",644,297,347,0,33,251,4,"1",0.999430268629375,0.907281316676145
"F",765,375,390,1,34,291,4,"0",0.000784616696588918,0.121140425061989
"F",1212,570,642,1,30,497,4,"0",0.000784616696588918,0.126755000853489
"F",1228,529,699,0,44,479,4,"1",0.999430268629375,0.913243123248522
"F",1179,566,613,1,22,472,4,"0",0.000784616696588918,0.125683218046813
"F",1051,431,620,0,33,315,4,"1",0.999430268629375,0.910107654751897
"M",777,350,427,0,24,249,4,"1",0.999430268629375,0.909412615761549
"M",864,424,440,0,22,337,4,"1",0.999430268629375,0.910784227725734
"F",1275,574,701,0,46,434,4,"1",0.999430268629375,0.913443747072423
"F",1404,548,856,0,59,421,4,"1",0.999430268629375,0.914321006592094
"F",1039,478,561,0,25,364,4,"1",0.999430268629375,0.910308416920564
"F",975,390,585,0,55,302,4,"1",0.999430268629375,0.910724240304297
"F",997,469,528,0,31,369,4,"1",0.999430268629375,0.910485723553065
"M",1294,570,724,0,22,492,4,"1",0.999430268629375,0.914365944149147
"F",629,290,339,0,56,208,4,"1",0.999430268629375,0.908168128692922
"M",1401,547,854,0,34,434,4,"1",0.999430268629375,0.914784302736694
"F",611,294,317,0,50,208,4,"1",0.999430268629375,0.907782691016146
"F",1010,404,606,0,56,343,4,"1",0.999430268629375,0.911315714714361
"F",1239,632,607,0,21,446,4,"1",0.999430268629375,0.912400536080378
"F",1493,702,791,0,72,597,4,"1",0.999430268629375,0.917571996203553
"F",1050,483,567,0,62,357,4,"1",0.999430268629375,0.912400047229437
"F",1424,627,797,0,26,456,4,"1",0.999430268629375,0.913344372250905
"F",574,282,292,0,31,172,4,"1",0.999430268629375,0.906159063947722
"F",1105,564,541,0,42,409,4,"1",0.999430268629375,0.912394680370218
"F",1358,598,760,0,48,462,4,"1",0.999430268629375,0.914194850922206
"F",711,342,369,0,36,249,8,"1",0.999430268629375,0.891703581353817
"F",1433,588,845,0,53,573,4,"1",0.999430268629375,0.915497098917183
"F",706,346,360,1,25,289,4,"0",0.000784616696588918,0.119948814689886
"F",575,248,327,1,30,184,8,"0",0.000784616696588918,0.100297497492836
"F",1431,573,858,1,51,515,4,"0",0.000784616696588918,0.129642871747042
"F",664,332,332,1,49,219,4,"0",0.000784616696588918,0.120683809309137
"M",915,412,503,0,50,293,8,"1",0.999430268629375,0.896478715910676
"F",808,348,460,0,42,283,4,"1",0.999430268629375,0.908979360683918
"F",963,424,539,1,29,356,8,"0",0.000784616696588918,0.104569832768981
"F",877,439,438,0,53,351,4,"1",0.999430268629375,0.910980435905653
"F",663,266,397,0,59,272,4,"1",0.999430268629375,0.908823556940947
"F",828,332,496,0,57,315,4,"1",0.999430268629375,0.910060249131358
"F",1466,616,850,1,22,557,8,"0",0.000784616696588918,0.109468349810921
"F",922,452,470,0,23,332,8,"1",0.999430268629375,0.893307363004288
"F",1148,529,619,1,31,344,8,"0",0.000784616696588918,0.106110396904384
"F",735,339,396,1,50,250,4,"0",0.000784616696588918,0.121458718424754
"F",1114,546,568,1,57,379,8,"0",0.000784616696588918,0.108158372812092
"F",1395,656,739,1,45,432,8,"0",0.000784616696588918,0.10985111628677
"F",696,314,382,1,53,258,4,"0",0.000784616696588918,0.121377705863518
"M",611,294,317,1,31,214,8,"0",0.000784616696588918,0.10313304393186
"F",1076,463,613,0,34,366,4,"1",0.999430268629375,0.910864012371922
"F",754,347,407,1,46,302,4,"0",0.000784616696588918,0.121859163465955
"M",594,256,338,1,31,238,4,"0",0.000784616696588918,0.120960876010692
"F",1434,732,702,0,41,473,4,"1",0.999430268629375,0.914979254050034
"F",1240,596,644,1,27,422,4,"0",0.000784616696588918,0.126071886744887
"F",685,268,417,1,58,253,4,"0",0.000784616696588918,0.12125778895895
"F",955,468,487,1,47,344,8,"0",0.000784616696588918,0.105933990608932
"F",1191,572,619,1,25,429,4,"0",0.000784616696588918,0.125557666900368
"M",719,353,366,1,41,259,4,"0",0.000784616696588918,0.123316622113745
"F",1367,561,806,0,26,547,4,"1",0.999430268629375,0.913445038295225
"M",816,360,456,0,35,335,4,"1",0.999430268629375,0.910925556327406
"M",1457,569,888,1,51,495,4,"0",0.000784616696588918,0.132037740316829
"M",1437,662,775,0,23,546,4,"1",0.999430268629375,0.915865949383857
"M",1073,462,611,0,54,397,4,"1",0.999430268629375,0.913977579931939
"F",1368,671,697,0,33,547,4,"1",0.999430268629375,0.914516356247203
"F",761,305,456,0,19,236,4,"1",0.999430268629375,0.906806919943417
"M",674,324,350,0,41,216,4,"1",0.999430268629375,0.909591711656185
"F",764,306,458,1,45,267,4,"0",0.000784616696588918,0.121117422384883
"F",918,404,514,1,26,275,8,"0",0.000784616696588918,0.103312415159418
"F",643,316,327,1,39,257,8,"0",0.000784616696588918,0.10226934742613
"F",630,278,352,1,42,214,4,"0",0.000784616696588918,0.119513961186853
"M",920,396,524,1,32,331,8,"0",0.000784616696588918,0.106252133900743
"F",1408,690,718,0,57,521,4,"1",0.999430268629375,0.915861419469882
"F",525,258,267,0,43,163,4,"1",0.999430268629375,0.906455290775618
"F",867,382,485,0,39,321,4,"1",0.999430268629375,0.909542131521426
"F",720,332,388,0,42,259,4,"1",0.999430268629375,0.90837086543389
"F",1404,576,828,1,35,477,4,"0",0.000784616696588918,0.127876819747472
"F",1184,510,674,0,41,474,4,"1",0.999430268629375,0.912771501825245
"M",901,451,450,1,29,360,4,"0",0.000784616696588918,0.125166183691216
"F",2984,1313,1671,1,45,1223,4,"0",0.000784616696588918,0.152547469404112
"F",1949,994,955,0,30,760,4,"1",0.999430268629375,0.919750916666941
"F",2498,975,1523,1,35,849,4,"0",0.000784616696588918,0.141166534887588
"F",2864,1117,1747,0,29,916,4,"1",0.999430268629375,0.924276227548986
"F",1560,671,889,1,44,468,4,"0",0.000784616696588918,0.130066139346887
"F",2824,1158,1666,0,69,1045,4,"1",0.999430268629375,0.927163485624133
"F",2972,1219,1753,0,64,1100,4,"1",0.999430268629375,0.928036021214801
"F",2056,967,1089,0,37,678,4,"1",0.999430268629375,0.919692785991578
"F",2827,1188,1639,1,61,848,4,"0",0.000784616696588918,0.147180146040664
"F",2842,1223,1619,1,22,1023,8,"0",0.000784616696588918,0.125169607110265
"F",1923,962,961,0,56,577,4,"1",0.999430268629375,0.919493601792086
"F",2391,957,1434,1,82,741,4,"0",0.000784616696588918,0.143135759461281
"M",2825,1272,1553,1,35,1074,4,"0",0.000784616696588918,0.151353807095991
"F",2939,1147,1792,1,44,1029,4,"0",0.000784616696588918,0.148109423834773
"F",2766,1273,1493,0,61,885,4,"1",0.999430268629375,0.926174163208098
"F",1855,872,983,1,32,575,4,"0",0.000784616696588918,0.133558681378487
"F",2119,975,1144,1,26,784,4,"0",0.000784616696588918,0.137732516660137
"F",2334,981,1353,0,49,817,4,"1",0.999430268629375,0.922225393554871
"F",2943,1207,1736,1,38,1001,4,"0",0.000784616696588918,0.147858895067803
"M",1894,796,1098,1,54,739,4,"0",0.000784616696588918,0.139356443673482
"F",2828,1245,1583,1,46,848,4,"0",0.000784616696588918,0.146445483509913
"M",2285,983,1302,0,41,800,4,"1",0.999430268629375,0.923160027734027
"F",2311,1179,1132,0,46,901,4,"1",0.999430268629375,0.923708714382022
"M",1568,612,956,1,41,486,4,"0",0.000784616696588918,0.132067789559507
"M",2437,975,1462,0,55,731,4,"1",0.999430268629375,0.923778863932995
"M",2193,943,1250,0,64,680,4,"1",0.999430268629375,0.922959913706298
"M",2221,1133,1088,0,36,689,4,"1",0.999430268629375,0.922793549866796
"F",2518,1159,1359,0,49,831,4,"1",0.999430268629375,0.923876502423414
"F",1574,787,787,1,36,567,4,"0",0.000784616696588918,0.131649171305026
"F",2812,1378,1434,0,43,844,4,"1",0.999430268629375,0.925744954534608
"F",2317,1043,1274,1,54,741,4,"0",0.000784616696588918,0.141212748137046
"F",1532,659,873,1,60,597,4,"0",0.000784616696588918,0.132531846455572
"F",2116,1037,1079,0,22,868,4,"1",0.999430268629375,0.920885488537312
"F",2745,1263,1482,0,39,988,4,"1",0.999430268629375,0.925702027107105
"F",2744,1400,1344,0,37,1125,4,"1",0.999430268629375,0.927257800000161
"M",1861,801,1060,1,26,670,4,"0",0.000784616696588918,0.136124468396881
"F",1914,804,1110,0,27,670,4,"1",0.999430268629375,0.917702491467717
"F",2765,1272,1493,1,32,968,4,"0",0.000784616696588918,0.146633082934451
"F",1886,849,1037,0,62,585,4,"1",0.999430268629375,0.919080667312938
"M",2266,1043,1223,1,25,884,4,"0",0.000784616696588918,0.142910561790555
"F",2621,1049,1572,0,59,996,8,"1",0.999430268629375,0.911658107824947
"F",2974,1398,1576,1,28,922,8,"0",0.000784616696588918,0.126680188741479
"F",2725,1390,1335,0,40,981,8,"1",0.999430268629375,0.912997456130875
"F",2999,1500,1499,1,31,1020,8,"0",0.000784616696588918,0.129001618198857
"F",2910,1310,1600,0,32,1106,8,"1",0.999430268629375,0.913642379312191
"M",1607,820,787,0,39,611,8,"1",0.999430268629375,0.904109022851102
"M",1753,807,946,1,32,666,8,"0",0.000784616696588918,0.116184514206254
"M",2354,1201,1153,0,33,706,8,"1",0.999430268629375,0.909751192508719
"F",2487,1145,1342,1,21,746,8,"0",0.000784616696588918,0.119903470411306
"F",2095,859,1236,0,22,629,8,"1",0.999430268629375,0.903360772089164
"M",2216,865,1351,1,28,798,8,"0",0.000784616696588918,0.119751688237837
"F",2228,1003,1225,0,43,913,8,"1",0.999430268629375,0.908426204074565
"F",1788,877,911,0,43,536,8,"1",0.999430268629375,0.902832029600613
"F",2180,916,1264,0,65,807,8,"1",0.999430268629375,0.908092055773655
"F",2649,1325,1324,1,45,954,8,"0",0.000784616696588918,0.126177020632143
"F",2189,1073,1116,0,38,657,8,"1",0.999430268629375,0.906355847603004
"F",2305,992,1313,0,41,738,8,"1",0.999430268629375,0.90707411342611
"F",2226,1113,1113,0,25,779,8,"1",0.999430268629375,0.907002478577201
"M",2522,1110,1412,1,60,782,8,"0",0.000784616696588918,0.125453226407168
"F",2287,938,1349,0,30,938,8,"1",0.999430268629375,0.907653842508794
"F",2977,1400,1577,0,31,1161,4,"1",0.999430268629375,0.927875216864331
"F",2777,1111,1666,1,47,1000,4,"0",0.000784616696588918,0.146796263443469
"F",2612,1254,1358,1,36,888,4,"0",0.000784616696588918,0.14502154013033
"F",1526,748,778,1,38,534,8,"0",0.000784616696588918,0.111618057428103
"F",2567,1181,1386,1,66,975,4,"0",0.000784616696588918,0.147730847776477
"F",2265,974,1291,0,49,861,4,"1",0.999430268629375,0.92228568039285
"F",2540,1296,1244,0,55,914,8,"1",0.999430268629375,0.912088087171536
"F",2229,1026,1203,1,25,825,8,"0",0.000784616696588918,0.118872364059761
"F",1823,821,1002,1,69,729,8,"0",0.000784616696588918,0.117599939863648
"F",2740,1151,1589,0,36,932,8,"1",0.999430268629375,0.910918883806402
"F",2321,1022,1299,1,61,905,8,"0",0.000784616696588918,0.122740381131174
"F",2174,1087,1087,0,53,848,4,"1",0.999430268629375,0.922759070854875
"M",2619,1100,1519,1,21,969,8,"0",0.000784616696588918,0.124851591553734
"F",1851,796,1055,0,40,722,4,"1",0.999430268629375,0.918516999327734
"F",1952,879,1073,0,48,703,4,"1",0.999430268629375,0.919598786702162
"F",2345,1150,1195,0,50,844,4,"1",0.999430268629375,0.923450074752397
"F",2047,860,1187,1,24,716,4,"0",0.000784616696588918,0.135350694038713
"M",2064,888,1176,0,26,846,4,"1",0.999430268629375,0.921528443160667
"F",2721,1143,1578,1,39,844,4,"0",0.000784616696588918,0.144227251674379
"F",2593,1167,1426,1,61,1063,4,"0",0.000784616696588918,0.148377777571957
"F",1556,778,778,1,41,513,4,"0",0.000784616696588918,0.131274057950932
"M",1562,703,859,1,61,640,4,"0",0.000784616696588918,0.136242104627392
"F",2174,1066,1108,0,45,804,4,"1",0.999430268629375,0.921933038108684
"F",2459,1009,1450,0,20,910,4,"1",0.999430268629375,0.921970067640745
"F",2285,1143,1142,0,20,708,4,"1",0.999430268629375,0.920774642852661
"F",2516,1007,1509,0,55,755,4,"1",0.999430268629375,0.922786060636466
"F",1742,889,853,0,29,679,4,"1",0.999430268629375,0.917834469014619
"M",1088,534,554,0,34,392,4,"1",0.999430268629375,0.913342557064364
"M",1077,496,581,0,53,420,4,"1",0.999430268629375,0.914324522295438
"F",1011,455,556,1,57,394,4,"0",0.000784616696588918,0.125771068948261
"F",852,392,460,0,57,341,4,"1",0.999430268629375,0.91073849808514
"F",773,325,448,1,50,263,4,"0",0.000784616696588918,0.121647408757284
"F",980,471,509,0,43,363,4,"1",0.999430268629375,0.911070308649367
"F",892,375,517,0,55,294,4,"1",0.999430268629375,0.910278030802675
"F",509,224,285,1,33,188,4,"0",0.000784616696588918,0.117613151549306
"F",1360,694,666,0,58,490,4,"1",0.999430268629375,0.915548858480524
"F",707,312,395,0,65,262,4,"1",0.999430268629375,0.90954145978537
"F",1113,446,667,0,79,434,4,"1",0.999430268629375,0.913913189749751
"M",1244,573,671,0,40,435,4,"1",0.999430268629375,0.914761074137971
"F",1326,531,795,1,24,544,4,"0",0.000784616696588918,0.126993423934165
"F",506,208,298,0,60,172,4,"1",0.999430268629375,0.907125673347612
"F",874,411,463,0,37,358,4,"1",0.999430268629375,0.90993848070423
"M",1292,504,788,0,41,478,4,"1",0.999430268629375,0.914875004620715
"F",1081,519,562,0,30,368,4,"1",0.999430268629375,0.911031579438237
"F",648,331,317,0,27,214,4,"1",0.999430268629375,0.90686583684961
"M",844,347,497,0,45,279,4,"1",0.999430268629375,0.91105680662133
"M",725,290,435,1,61,268,4,"0",0.000784616696588918,0.124406310534502
"F",548,264,284,1,33,219,4,"0",0.000784616696588918,0.118430497544805
"F",1321,621,700,0,30,528,4,"1",0.999430268629375,0.913739811264628
"F",663,339,324,0,57,252,4,"1",0.999430268629375,0.909025382552774
"F",967,494,473,0,30,348,4,"1",0.999430268629375,0.910319658927438
"F",1405,562,843,0,27,450,4,"1",0.999430268629375,0.912880506202482
"F",786,315,471,1,38,275,4,"0",0.000784616696588918,0.120857936809108
"F",954,430,524,1,39,334,4,"0",0.000784616696588918,0.123288378112277
"F",1076,431,645,1,19,377,4,"0",0.000784616696588918,0.122806945942085
"F",728,292,436,1,23,218,4,"0",0.000784616696588918,0.118719898285329
"F",984,384,600,0,29,394,4,"1",0.999430268629375,0.909976786310584
"F",1265,557,708,0,35,417,4,"1",0.999430268629375,0.912563730188793
"F",916,413,503,0,24,330,4,"1",0.999430268629375,0.90912836065749
"M",1406,647,759,0,27,436,4,"1",0.999430268629375,0.915054274958999
"F",727,320,407,0,19,298,4,"1",0.999430268629375,0.907297968499552
"F",1217,487,730,0,37,499,4,"1",0.999430268629375,0.912710772821301
"M",620,317,303,0,84,205,4,"1",0.999430268629375,0.911705173780997
"F",1013,436,577,1,42,415,4,"0",0.000784616696588918,0.124698462194335
"F",1092,437,655,0,60,371,4,"1",0.999430268629375,0.912248653244273
"F",986,454,532,0,56,316,4,"1",0.999430268629375,0.911340490733927
"F",1321,582,739,0,62,423,4,"1",0.999430268629375,0.914436291883586
"F",1206,495,711,1,58,362,4,"0",0.000784616696588918,0.126759930642418
"M",750,338,412,0,65,255,4,"1",0.999430268629375,0.911611901018001
"F",581,239,342,0,34,198,4,"1",0.999430268629375,0.906288057349909
"F",511,251,260,0,39,189,4,"1",0.999430268629375,0.906338191899969
"F",537,269,268,0,35,220,4,"1",0.999430268629375,0.906573867464895
"M",1070,503,567,0,51,364,8,"1",0.999430268629375,0.898448189059642
"F",1241,484,757,0,68,509,4,"1",0.999430268629375,0.914549353056473
"M",1419,625,794,1,45,426,4,"0",0.000784616696588918,0.131113204046846
"F",1168,491,677,0,50,456,4,"1",0.999430268629375,0.912955365004108
"F",1030,474,556,0,43,340,4,"1",0.999430268629375,0.91107811076413
"F",1314,592,722,0,37,394,4,"1",0.999430268629375,0.912880831112959
"F",722,361,361,0,27,224,4,"1",0.999430268629375,0.907411752230273
"M",574,247,327,1,55,178,4,"0",0.000784616696588918,0.121947712426866
"F",1203,518,685,0,30,421,4,"1",0.999430268629375,0.911859663844055
"F",920,433,487,1,45,322,4,"0",0.000784616696588918,0.123482843059298
"M",625,294,331,1,45,213,4,"0",0.000784616696588918,0.12220008148308
"F",635,261,374,1,56,241,4,"0",0.000784616696588918,0.12070157141527
"F",1290,581,709,0,55,400,4,"1",0.999430268629375,0.913768487305371
"F",1048,504,544,0,66,314,4,"1",0.999430268629375,0.912412038976396
"F",868,365,503,0,37,304,4,"1",0.999430268629375,0.909182778611183
"F",876,430,446,0,53,350,4,"1",0.999430268629375,0.910911195724073
"F",1232,616,616,1,52,468,4,"0",0.000784616696588918,0.128642137613051
"F",664,266,398,1,43,259,4,"0",0.000784616696588918,0.120102930389971
"M",964,386,578,0,31,395,4,"1",0.999430268629375,0.911846443436858
"F",702,316,386,0,51,288,4,"1",0.999430268629375,0.90895735974279
"M",725,334,391,0,28,254,4,"1",0.999430268629375,0.909396676225731
"F",1402,575,827,1,30,421,4,"0",0.000784616696588918,0.126862944558629
"M",894,412,482,0,39,349,4,"1",0.999430268629375,0.911859504117023
"F",1176,471,705,0,27,353,4,"1",0.999430268629375,0.910759790964615
"F",641,250,391,0,51,237,4,"1",0.999430268629375,0.907892557525344
"M",770,393,377,0,26,270,4,"1",0.999430268629375,0.909951522365539
"M",1310,603,707,0,26,537,4,"1",0.999430268629375,0.915182776610997
"F",555,234,321,1,31,211,4,"0",0.000784616696588918,0.117986884824579
"F",1159,499,660,1,49,348,4,"0",0.000784616696588918,0.125734844362502
"F",1415,623,792,0,56,439,4,"1",0.999430268629375,0.914796616449121
"F",1006,433,573,0,57,302,4,"1",0.999430268629375,0.911219530685337
"F",1254,552,702,1,21,401,4,"0",0.000784616696588918,0.125070143928086
"F",593,273,320,1,35,196,4,"0",0.000784616696588918,0.118613423609758
"F",618,309,309,0,31,229,4,"1",0.999430268629375,0.906970403829287
"F",1059,509,550,0,38,371,4,"1",0.999430268629375,0.911365982193983
"F",683,301,382,0,44,266,4,"1",0.999430268629375,0.908208968986293
"M",977,411,566,1,52,352,4,"0",0.000784616696588918,0.126844494635899
"F",1028,494,534,0,43,339,4,"1",0.999430268629375,0.911191707616565
"F",1334,574,760,0,22,440,4,"1",0.999430268629375,0.912362171644925
"F",1419,596,823,1,22,468,4,"0",0.000784616696588918,0.127020738830994
"F",641,295,346,0,22,199,4,"1",0.999430268629375,0.906180053722476
"M",673,276,397,0,68,236,4,"1",0.999430268629375,0.91097004455621
"F",802,337,465,1,26,265,4,"0",0.000784616696588918,0.120126682337702
"M",1217,585,632,0,41,475,4,"1",0.999430268629375,0.915105323446669
"M",1017,468,549,1,39,397,4,"0",0.000784616696588918,0.127019277947996
"F",726,327,399,0,59,276,4,"1",0.999430268629375,0.909474921771432
"F",1018,398,620,0,22,417,4,"1",0.999430268629375,0.909971184121813
"M",1218,561,657,0,29,390,4,"1",0.999430268629375,0.913655192640176
"F",733,367,366,0,51,257,4,"1",0.999430268629375,0.909148816902902
"F",641,283,358,0,32,256,4,"1",0.999430268629375,0.907159956596715
"F",702,323,379,0,35,260,4,"1",0.999430268629375,0.90785012246749
"F",840,336,504,1,28,252,4,"0",0.000784616696588918,0.120300335156126
"F",984,394,590,0,27,354,4,"1",0.999430268629375,0.909606324427678
"M",1044,481,563,1,62,355,4,"0",0.000784616696588918,0.128584680793823
"M",1418,653,765,0,42,581,4,"1",0.999430268629375,0.917023516730445
"F",1437,662,775,1,35,489,4,"0",0.000784616696588918,0.128927107687343
"M",687,344,343,0,54,282,4,"1",0.999430268629375,0.911031219904802
"F",950,437,513,0,42,352,4,"1",0.999430268629375,0.910604684179924
"F",679,326,353,0,48,251,4,"1",0.999430268629375,0.908469091605836
"F",943,387,556,0,43,330,4,"1",0.999430268629375,0.910138138566379
"M",847,399,448,0,55,339,4,"1",0.999430268629375,0.912430643178165
"F",946,455,491,0,28,284,4,"1",0.999430268629375,0.90936531717592
"F",1048,462,586,0,23,430,4,"1",0.999430268629375,0.910649427715195
"F",1342,524,818,0,41,483,4,"1",0.999430268629375,0.913458558019671
"F",833,334,499,0,35,308,4,"1",0.999430268629375,0.908774639639831
"F",919,432,487,0,20,368,4,"1",0.999430268629375,0.909340722015782
"M",1204,578,626,1,39,445,4,"0",0.000784616696588918,0.129401350190352
"F",1383,609,774,1,36,498,4,"0",0.000784616696588918,0.128377345930851
"F",997,399,598,1,34,299,4,"0",0.000784616696588918,0.122475237764105
"F",945,378,567,1,32,369,4,"0",0.000784616696588918,0.122647768121582
"F",998,390,608,0,40,369,4,"1",0.999430268629375,0.910488619073949
"M",1279,627,652,0,42,473,8,"1",0.999430268629375,0.900533635912644
"M",505,218,287,0,33,187,4,"1",0.999430268629375,0.907603998074764
"F",1280,628,652,0,42,486,4,"1",0.999430268629375,0.913980090059889
"M",1469,691,778,1,22,544,8,"0",0.000784616696588918,0.112131936615502
"F",1072,494,578,0,68,429,4,"1",0.999430268629375,0.913435152857888
"M",962,472,490,1,24,385,8,"0",0.000784616696588918,0.106968756412039
"M",1038,499,539,1,26,405,4,"0",0.000784616696588918,0.126475992460968
"F",1293,634,659,1,35,388,8,"0",0.000784616696588918,0.108170086677988
"F",1435,574,861,0,20,517,8,"1",0.999430268629375,0.897737212707275
"M",835,393,442,0,20,334,8,"1",0.999430268629375,0.89444562009307
"F",540,222,318,0,24,205,4,"1",0.999430268629375,0.905491530593516
"F",890,437,453,0,44,285,4,"1",0.999430268629375,0.909975668673374
"F",926,417,509,0,37,278,4,"1",0.999430268629375,0.909514513464084
"F",978,392,586,1,21,391,8,"0",0.000784616696588918,0.104192460935894
"F",705,346,359,0,53,247,4,"1",0.999430268629375,0.908947448868079
"F",1298,572,726,0,21,428,4,"1",0.999430268629375,0.912078060524663
"F",1221,538,683,1,19,391,4,"0",0.000784616696588918,0.124538001773806
"F",1288,619,669,0,52,528,4,"1",0.999430268629375,0.914816597226373
"F",844,338,506,1,27,270,4,"0",0.000784616696588918,0.120448019329102
"M",584,257,327,0,20,239,4,"1",0.999430268629375,0.907811923732283
"F",1254,490,764,1,56,426,4,"0",0.000784616696588918,0.12748185494657
"F",554,272,282,1,50,194,4,"0",0.000784616696588918,0.119505381367869
"M",738,296,442,1,25,221,4,"0",0.000784616696588918,0.121324370052013
"F",1283,604,679,0,35,513,4,"1",0.999430268629375,0.913665296317967
"F",851,366,485,0,34,306,4,"1",0.999430268629375,0.908973861366024
"F",983,472,511,1,37,364,4,"0",0.000784616696588918,0.123949296028402
"F",740,370,370,1,29,281,4,"0",0.000784616696588918,0.120513057950246
"F",1326,597,729,0,36,517,4,"1",0.999430268629375,0.913850239278957
"M",505,213,292,0,43,207,4,"1",0.999430268629375,0.90831535699104
"F",948,465,483,0,19,351,4,"1",0.999430268629375,0.909462684871979
"M",1008,404,604,0,29,333,4,"1",0.999430268629375,0.911510135916037
"F",644,265,379,0,38,238,4,"1",0.999430268629375,0.907253199405869
"F",1059,424,635,0,25,360,4,"1",0.999430268629375,0.909995396869819
"M",694,341,353,1,39,264,4,"0",0.000784616696588918,0.123002697171004
"F",1014,477,537,1,27,345,4,"0",0.000784616696588918,0.123179759772919
"M",845,347,498,0,18,313,4,"1",0.999430268629375,0.909801419259459
"F",802,353,449,0,55,281,4,"1",0.999430268629375,0.909719827103375
"F",1087,435,652,1,34,337,4,"0",0.000784616696588918,0.123594467441558
"F",1407,620,787,0,36,492,4,"1",0.999430268629375,0.914069974836624
"M",994,458,536,1,69,308,4,"0",0.000784616696588918,0.12817398384634
"M",1045,460,585,0,30,355,4,"1",0.999430268629375,0.912221359033157
"F",662,285,377,0,68,225,4,"1",0.999430268629375,0.909081533348783
"F",1161,523,638,0,55,430,4,"1",0.999430268629375,0.913206986179934
"F",1404,702,702,0,56,548,4,"1",0.999430268629375,0.916071626801959
"F",858,421,437,0,55,326,4,"1",0.999430268629375,0.910713554274209
"F",1123,483,640,1,77,427,4,"0",0.000784616696588918,0.128442541827925
"F",1268,584,684,1,41,456,4,"0",0.000784616696588918,0.127543465663672
"F",991,387,604,0,36,357,4,"1",0.999430268629375,0.910122146853079
"F",603,236,367,1,32,241,4,"0",0.000784616696588918,0.118593587141
"F",695,292,403,0,44,285,4,"1",0.999430268629375,0.908346718641478
"F",1237,495,742,0,57,470,4,"1",0.999430268629375,0.913704640421463
"F",643,258,385,1,25,193,4,"0",0.000784616696588918,0.117954026665867
"F",869,383,486,0,71,295,4,"1",0.999430268629375,0.911162807353899
"F",1498,645,853,0,41,449,4,"1",0.999430268629375,0.914468750871258
"F",874,394,480,0,44,323,4,"1",0.999430268629375,0.909945919334014
"M",1403,674,729,1,41,561,4,"0",0.000784616696588918,0.132675721010065
"F",1422,655,767,0,71,526,4,"1",0.999430268629375,0.916478655200405
"F",645,252,393,1,39,232,4,"0",0.000784616696588918,0.119329885170181
"M",909,391,518,1,76,300,4,"0",0.000784616696588918,0.127636700701996
"M",577,243,334,1,35,179,4,"0",0.000784616696588918,0.120457276331435
"F",921,397,524,1,34,368,4,"0",0.000784616696588918,0.122839990963347
"F",534,251,283,0,34,192,4,"1",0.999430268629375,0.906150366510789
"F",506,259,247,1,34,207,4,"0",0.000784616696588918,0.118154201426042
"F",892,384,508,0,28,285,4,"1",0.999430268629375,0.90871961324938
"F",1092,481,611,1,25,382,4,"0",0.000784616696588918,0.123812141072792
"F",720,346,374,0,33,281,4,"1",0.999430268629375,0.908121568011693
"M",1204,494,710,0,27,494,4,"1",0.999430268629375,0.913882999489724
"F",954,392,562,0,45,372,4,"1",0.999430268629375,0.910657195569118
"F",874,411,463,1,43,288,4,"0",0.000784616696588918,0.122576045108708
"F",683,328,355,0,29,266,4,"1",0.999430268629375,0.907515916993305
"F",629,277,352,1,30,195,4,"0",0.000784616696588918,0.118432006397656
"F",804,322,482,1,33,314,4,"0",0.000784616696588918,0.121034219869094
"F",840,378,462,0,29,302,4,"1",0.999430268629375,0.908693816272078
"F",609,287,322,0,41,207,4,"1",0.999430268629375,0.907195653518455
"F",1121,561,560,1,50,426,4,"0",0.000784616696588918,0.127020266905282
"F",598,270,328,1,50,179,4,"0",0.000784616696588918,0.11952958660761
"M",1107,510,597,0,49,421,4,"1",0.999430268629375,0.914300532611646
"F",781,399,382,1,20,250,4,"0",0.000784616696588918,0.119956527086824
"F",1204,482,722,0,43,433,4,"1",0.999430268629375,0.912452528439039
"F",1419,710,709,0,31,454,4,"1",0.999430268629375,0.914104887962604
"M",1153,542,611,0,55,346,4,"1",0.999430268629375,0.914402723314309
"M",832,400,432,0,21,324,4,"1",0.999430268629375,0.910359077220884
"F",1150,552,598,0,35,391,4,"1",0.999430268629375,0.911939656399833
"M",772,348,424,0,51,278,4,"1",0.999430268629375,0.91114690906194
"F",1486,729,757,0,39,520,4,"1",0.999430268629375,0.915380497723372
"F",775,388,387,0,74,310,4,"1",0.999430268629375,0.911161381520961
"F",587,235,352,0,21,205,4,"1",0.999430268629375,0.905571020315208
"M",537,264,273,0,43,193,4,"1",0.999430268629375,0.908649794970575
"F",593,303,290,0,46,225,4,"1",0.999430268629375,0.907685369361538
"F",1113,479,634,0,67,412,4,"1",0.999430268629375,0.913291298444968
